ID Loja,Valor Final
Passei das Águas Shopping,11342
Ribeirão Shopping,10399
Shopping Ibirapuera,9721
Center Shopping Uberlândia,8557
Rio Mar Recife,5629
Parque Dom Pedro Shopping,5492
Shopping Eldorado,5414
Shopping Center Interlagos,5364
Shopping Iguatemi Fortaleza,4651
Shopping Barra,4441
Shopping União de Osasco,4291
Shopping Midway Mall,4119
Shopping Recife,4100
Novo Shopping Ribeirão Preto,4018
Bourbon Shopping SP,3685
Shopping SP Market,3353
Shopping Morumbi,3096
Norte Shopping,2742
Iguatemi Esplanada,2663
Shopping Center Leste Aricanduva,2571
Palladium Shopping Curitiba,2546
Salvador Shopping,2464
Shopping Vila Velha,2009
Rio Mar Shopping Fortaleza,1170
Iguatemi Campinas,1157
