ID Loja,Valor Final
Rio Mar Recife,15487
Salvador Shopping,10030
Shopping Midway Mall,9217
Shopping Iguatemi Fortaleza,6861
Shopping Morumbi,6444
Shopping Ibirapuera,6426
Shopping Recife,5887
Shopping Center Leste Aricanduva,5441
Iguatemi Esplanada,5126
Norte Shopping,5115
Iguatemi Campinas,5002
Shopping SP Market,4864
Palladium Shopping Curitiba,4153
Novo Shopping Ribeirão Preto,3965
Shopping Barra,3856
Bourbon Shopping SP,3480
Rio Mar Shopping Fortaleza,3214
Shopping União de Osasco,3182
Shopping Vila Velha,2936
Center Shopping Uberlândia,2297
Ribeirão Shopping,2054
Shopping Eldorado,1983
Parque Dom Pedro Shopping,1938
Passei das Águas Shopping,1712
Shopping Center Interlagos,1679
