ID Loja,Valor Final
Palladium Shopping Curitiba,9914
Rio Mar Shopping Fortaleza,7851
Shopping Morumbi,7844
Shopping Eldorado,6900
Salvador Shopping,6706
Center Shopping Uberlândia,6243
Shopping Barra,6174
Bourbon Shopping SP,5918
Shopping Vila Velha,5479
Shopping Midway Mall,5199
Norte Shopping,4901
Rio Mar Recife,4822
Shopping Ibirapuera,4542
Shopping Iguatemi Fortaleza,4123
Shopping União de Osasco,4010
Ribeirão Shopping,3976
Shopping Center Interlagos,3743
Iguatemi Campinas,3415
Iguatemi Esplanada,3366
Parque Dom Pedro Shopping,3269
Shopping Center Leste Aricanduva,3098
Shopping Recife,2472
Shopping SP Market,2397
Passei das Águas Shopping,1922
Novo Shopping Ribeirão Preto,1848
