ID Loja,Valor Final
Ribeirão Shopping,11562
Iguatemi Campinas,10626
Shopping Vila Velha,9926
Shopping Barra,8692
Passei das Águas Shopping,8496
Rio Mar Recife,8388
Novo Shopping Ribeirão Preto,8340
Shopping Center Leste Aricanduva,6239
Shopping SP Market,5585
Shopping União de Osasco,5308
Norte Shopping,5070
Shopping Ibirapuera,4672
Shopping Center Interlagos,4625
Shopping Morumbi,4463
Center Shopping Uberlândia,3812
Shopping Recife,3760
Rio Mar Shopping Fortaleza,3716
Shopping Midway Mall,3373
Parque Dom Pedro Shopping,2830
Palladium Shopping Curitiba,2680
Salvador Shopping,2665
Iguatemi Esplanada,2416
Bourbon Shopping SP,1393
Shopping Eldorado,1030
Shopping Iguatemi Fortaleza,942
