ID Loja,Valor Final
Shopping Ibirapuera,8090
Shopping Center Interlagos,7252
Bourbon Shopping SP,7144
Shopping SP Market,7036
Palladium Shopping Curitiba,6656
Shopping Barra,6117
Parque Dom Pedro Shopping,5515
Ribeirão Shopping,5153
Salvador Shopping,4729
Shopping Iguatemi Fortaleza,4671
Rio Mar Recife,4665
Rio Mar Shopping Fortaleza,4566
Novo Shopping Ribeirão Preto,3811
Shopping Recife,3768
Norte Shopping,3145
Center Shopping Uberlândia,3136
Shopping Morumbi,3055
Iguatemi Campinas,2780
Shopping Vila Velha,2766
Shopping Center Leste Aricanduva,2236
Iguatemi Esplanada,2093
Shopping Eldorado,2061
Shopping União de Osasco,1438
Passei das Águas Shopping,1011
