ID Loja,Valor Final
Shopping Center Interlagos,9098
Bourbon Shopping SP,8836
Ribeirão Shopping,7443
Novo Shopping Ribeirão Preto,6296
Shopping Center Leste Aricanduva,6137
Salvador Shopping,6072
Iguatemi Esplanada,5976
Center Shopping Uberlândia,5811
Shopping Recife,5677
Shopping Eldorado,5413
Shopping Barra,5004
Shopping SP Market,4653
Rio Mar Recife,4300
Shopping Vila Velha,4223
Rio Mar Shopping Fortaleza,3925
Iguatemi Campinas,3149
Shopping Iguatemi Fortaleza,3140
Norte Shopping,2986
Passei das Águas Shopping,2922
Parque Dom Pedro Shopping,2352
Palladium Shopping Curitiba,1662
Shopping União de Osasco,1397
Shopping Morumbi,1177
Shopping Ibirapuera,866
Shopping Midway Mall,82
