ID Loja,Valor Final
Shopping Recife,13337
Shopping Morumbi,11081
Iguatemi Campinas,9818
Palladium Shopping Curitiba,9126
Rio Mar Shopping Fortaleza,8210
Shopping Center Interlagos,7857
Shopping Vila Velha,7713
Bourbon Shopping SP,7187
Ribeirão Shopping,6339
Salvador Shopping,5565
Iguatemi Esplanada,5544
Passei das Águas Shopping,4804
Parque Dom Pedro Shopping,4609
Center Shopping Uberlândia,4197
Shopping Center Leste Aricanduva,3635
Shopping Eldorado,3605
Shopping Ibirapuera,3148
Shopping SP Market,2560
Novo Shopping Ribeirão Preto,2243
Shopping Iguatemi Fortaleza,2060
Rio Mar Recife,1679
Norte Shopping,1658
Shopping União de Osasco,1094
Shopping Midway Mall,851
Shopping Barra,412
