ID Loja,Valor Final
Novo Shopping Ribeirão Preto,9926
Shopping Midway Mall,9302
Center Shopping Uberlândia,7902
Shopping Ibirapuera,7427
Shopping Center Leste Aricanduva,5708
Shopping Eldorado,5684
Norte Shopping,5561
Shopping Barra,5400
Shopping Iguatemi Fortaleza,5353
Shopping Recife,5140
Passei das Águas Shopping,5092
Shopping Vila Velha,4498
Salvador Shopping,4081
Rio Mar Shopping Fortaleza,3793
Shopping Center Interlagos,3202
Shopping SP Market,3120
Shopping União de Osasco,2606
Rio Mar Recife,2150
Palladium Shopping Curitiba,1848
Iguatemi Esplanada,1825
Parque Dom Pedro Shopping,1768
Ribeirão Shopping,1574
Bourbon Shopping SP,1507
Iguatemi Campinas,1379
Shopping Morumbi,1316
