ID Loja,Valor Final
Passei das Águas Shopping,13321
Rio Mar Recife,8416
Iguatemi Campinas,7717
Parque Dom Pedro Shopping,7290
Shopping Midway Mall,6820
Shopping Iguatemi Fortaleza,6789
Rio Mar Shopping Fortaleza,6421
Shopping Center Interlagos,6257
Iguatemi Esplanada,5458
Shopping Center Leste Aricanduva,5070
Shopping União de Osasco,4551
Shopping Ibirapuera,3757
Salvador Shopping,3448
Shopping SP Market,3444
Shopping Morumbi,3395
Shopping Recife,3242
Center Shopping Uberlândia,3070
Shopping Vila Velha,3037
Palladium Shopping Curitiba,2977
Novo Shopping Ribeirão Preto,2762
Norte Shopping,1962
Shopping Eldorado,1857
Shopping Barra,1000
Ribeirão Shopping,668
