ID Loja,Valor Final
Shopping Iguatemi Fortaleza,12398
Rio Mar Shopping Fortaleza,11224
Shopping Barra,8221
Passei das Águas Shopping,8006
Novo Shopping Ribeirão Preto,7109
Shopping Vila Velha,6541
Shopping Recife,6182
Iguatemi Esplanada,5886
Center Shopping Uberlândia,5066
Shopping Eldorado,4924
Ribeirão Shopping,4877
Rio Mar Recife,4571
Shopping União de Osasco,4432
Norte Shopping,3937
Palladium Shopping Curitiba,3496
Salvador Shopping,2634
Shopping SP Market,2568
Parque Dom Pedro Shopping,2318
Shopping Midway Mall,2263
Shopping Morumbi,2147
Iguatemi Campinas,1496
Shopping Center Leste Aricanduva,1443
Shopping Ibirapuera,1210
Bourbon Shopping SP,1055
Shopping Center Interlagos,180
