ID Loja,Valor Final
Bourbon Shopping SP,13492
Rio Mar Recife,9276
Novo Shopping Ribeirão Preto,9256
Shopping União de Osasco,8454
Shopping Morumbi,6942
Shopping Barra,6800
Shopping Center Interlagos,6664
Norte Shopping,6223
Shopping Recife,5893
Shopping Eldorado,5352
Shopping Center Leste Aricanduva,5093
Iguatemi Campinas,4820
Palladium Shopping Curitiba,4620
Passei das Águas Shopping,4599
Shopping Ibirapuera,4423
Iguatemi Esplanada,4258
Shopping Iguatemi Fortaleza,3618
Ribeirão Shopping,3540
Parque Dom Pedro Shopping,2608
Shopping SP Market,2458
Shopping Midway Mall,2455
Center Shopping Uberlândia,1997
Rio Mar Shopping Fortaleza,1842
Salvador Shopping,1432
Shopping Vila Velha,1405
