ID Loja,Valor Final
Salvador Shopping,10497
Ribeirão Shopping,9565
Rio Mar Recife,8589
Shopping Recife,8449
Rio Mar Shopping Fortaleza,8180
Shopping Vila Velha,6326
Shopping Ibirapuera,6317
Parque Dom Pedro Shopping,5866
Shopping Center Interlagos,5717
Shopping Eldorado,5401
Palladium Shopping Curitiba,5073
Iguatemi Campinas,4347
Iguatemi Esplanada,4151
Shopping União de Osasco,3875
Shopping Center Leste Aricanduva,3861
Shopping SP Market,3693
Center Shopping Uberlândia,3658
Shopping Barra,3511
Bourbon Shopping SP,3046
Novo Shopping Ribeirão Preto,1801
Norte Shopping,1569
Shopping Iguatemi Fortaleza,1435
Shopping Morumbi,1216
Passei das Águas Shopping,1188
Shopping Midway Mall,1181
