ID Loja,Valor Final
Shopping Eldorado,13854
Shopping Barra,10851
Ribeirão Shopping,8705
Shopping Center Interlagos,6998
Iguatemi Campinas,6681
Rio Mar Shopping Fortaleza,5677
Center Shopping Uberlândia,5176
Shopping Iguatemi Fortaleza,4805
Rio Mar Recife,4777
Norte Shopping,4633
Shopping Vila Velha,4513
Shopping União de Osasco,4271
Palladium Shopping Curitiba,4119
Iguatemi Esplanada,3658
Shopping SP Market,2713
Shopping Midway Mall,2568
Parque Dom Pedro Shopping,2479
Shopping Recife,2351
Shopping Morumbi,2325
Novo Shopping Ribeirão Preto,2248
Shopping Center Leste Aricanduva,2232
Bourbon Shopping SP,1723
Passei das Águas Shopping,1553
Shopping Ibirapuera,1385
Salvador Shopping,1229
