ID Loja,Valor Final
Shopping Midway Mall,9890
Shopping Center Leste Aricanduva,7842
Norte Shopping,6024
Iguatemi Esplanada,5924
Shopping Morumbi,5532
Palladium Shopping Curitiba,5163
Bourbon Shopping SP,4753
Shopping Eldorado,4642
Passei das Águas Shopping,4565
Shopping Vila Velha,4437
Shopping União de Osasco,4424
Iguatemi Campinas,3940
Salvador Shopping,3710
Novo Shopping Ribeirão Preto,3193
Rio Mar Shopping Fortaleza,3017
Rio Mar Recife,2940
Shopping Ibirapuera,2897
Shopping Iguatemi Fortaleza,2840
Center Shopping Uberlândia,2802
Shopping Recife,2325
Shopping Barra,2275
Parque Dom Pedro Shopping,2063
Ribeirão Shopping,1939
Shopping SP Market,1773
Shopping Center Interlagos,1602
