ID Loja,Valor Final
Shopping Ibirapuera,8609
Shopping União de Osasco,7011
Shopping Recife,6523
Iguatemi Esplanada,6325
Bourbon Shopping SP,5346
Parque Dom Pedro Shopping,5133
Shopping Morumbi,4908
Shopping Vila Velha,4781
Shopping Midway Mall,4702
Shopping Center Leste Aricanduva,4499
Shopping SP Market,4416
Shopping Iguatemi Fortaleza,4406
Center Shopping Uberlândia,4258
Salvador Shopping,3730
Shopping Barra,3211
Norte Shopping,3205
Rio Mar Recife,3082
Rio Mar Shopping Fortaleza,3063
Passei das Águas Shopping,3044
Novo Shopping Ribeirão Preto,2876
Shopping Eldorado,2666
Palladium Shopping Curitiba,2585
Iguatemi Campinas,2488
Shopping Center Interlagos,2227
Ribeirão Shopping,2030
