ID Loja,Valor Final
Shopping União de Osasco,9058
Palladium Shopping Curitiba,7435
Shopping Vila Velha,6767
Shopping Center Leste Aricanduva,6008
Shopping Eldorado,5701
Salvador Shopping,5429
Shopping SP Market,5414
Iguatemi Esplanada,5347
Center Shopping Uberlândia,5326
Parque Dom Pedro Shopping,5109
Rio Mar Shopping Fortaleza,5028
Norte Shopping,4991
Ribeirão Shopping,4849
Passei das Águas Shopping,4238
Shopping Barra,3965
Shopping Morumbi,3670
Shopping Center Interlagos,3507
Shopping Recife,2948
Shopping Iguatemi Fortaleza,2624
Shopping Midway Mall,2218
Shopping Ibirapuera,2035
Iguatemi Campinas,1946
Bourbon Shopping SP,1735
Novo Shopping Ribeirão Preto,1589
Rio Mar Recife,1180
