ID Loja,Valor Final
Shopping Ibirapuera,9046
Rio Mar Shopping Fortaleza,8996
Shopping Center Leste Aricanduva,7502
Shopping União de Osasco,6890
Parque Dom Pedro Shopping,6337
Center Shopping Uberlândia,6336
Shopping Morumbi,5835
Rio Mar Recife,5561
Shopping Vila Velha,5509
Palladium Shopping Curitiba,4934
Novo Shopping Ribeirão Preto,4630
Iguatemi Campinas,4469
Passei das Águas Shopping,4406
Shopping Center Interlagos,4402
Iguatemi Esplanada,4182
Norte Shopping,4008
Ribeirão Shopping,3684
Shopping Recife,3670
Shopping Eldorado,2603
Shopping Iguatemi Fortaleza,2524
Shopping Barra,2411
Shopping Midway Mall,2281
Shopping SP Market,2253
Salvador Shopping,1181
Bourbon Shopping SP,724
