ID Loja,Valor Final
Salvador Shopping,10193
Shopping Iguatemi Fortaleza,8844
Iguatemi Esplanada,6847
Iguatemi Campinas,6209
Shopping SP Market,5773
Shopping Center Interlagos,5444
Rio Mar Recife,5013
Novo Shopping Ribeirão Preto,4780
Shopping União de Osasco,4691
Shopping Midway Mall,4660
Shopping Vila Velha,4540
Parque Dom Pedro Shopping,4161
Shopping Center Leste Aricanduva,4113
Shopping Morumbi,3985
Rio Mar Shopping Fortaleza,3980
Shopping Barra,3917
Norte Shopping,3865
Shopping Eldorado,3778
Shopping Recife,3379
Passei das Águas Shopping,3131
Bourbon Shopping SP,3042
Shopping Ibirapuera,2508
Ribeirão Shopping,2138
Center Shopping Uberlândia,1971
Palladium Shopping Curitiba,774
