ID Loja,Valor Final
Rio Mar Recife,10000
Salvador Shopping,9763
Shopping Recife,8816
Shopping Vila Velha,8350
Passei das Águas Shopping,7807
Ribeirão Shopping,6877
Shopping Barra,6657
Palladium Shopping Curitiba,6492
Norte Shopping,5771
Parque Dom Pedro Shopping,5490
Shopping Eldorado,5332
Shopping Morumbi,5272
Shopping Midway Mall,5228
Shopping Center Leste Aricanduva,5123
Shopping Center Interlagos,5023
Shopping Ibirapuera,4493
Center Shopping Uberlândia,3660
Bourbon Shopping SP,2883
Iguatemi Esplanada,2664
Shopping SP Market,2506
Novo Shopping Ribeirão Preto,1445
Rio Mar Shopping Fortaleza,1183
Iguatemi Campinas,986
Shopping Iguatemi Fortaleza,795
Shopping União de Osasco,248
