ID Loja,Valor Final
Salvador Shopping,9518
Rio Mar Recife,7848
Iguatemi Esplanada,7774
Bourbon Shopping SP,7668
Shopping Iguatemi Fortaleza,7386
Norte Shopping,7346
Shopping Ibirapuera,7000
Palladium Shopping Curitiba,6342
Passei das Águas Shopping,6113
Shopping SP Market,5447
Novo Shopping Ribeirão Preto,5258
Shopping Eldorado,4958
Shopping Recife,4749
Iguatemi Campinas,4546
Parque Dom Pedro Shopping,4451
Shopping Center Leste Aricanduva,3388
Ribeirão Shopping,3269
Shopping Vila Velha,3022
Center Shopping Uberlândia,2998
Shopping União de Osasco,2772
Shopping Midway Mall,2291
Shopping Morumbi,1548
Rio Mar Shopping Fortaleza,1158
Shopping Center Interlagos,736
Shopping Barra,270
