ID Loja,Valor Final
Shopping Center Leste Aricanduva,11311
Novo Shopping Ribeirão Preto,9016
Shopping Eldorado,8906
Center Shopping Uberlândia,7401
Parque Dom Pedro Shopping,6789
Bourbon Shopping SP,6466
Rio Mar Shopping Fortaleza,6449
Shopping Midway Mall,6302
Salvador Shopping,5975
Shopping Center Interlagos,5801
Ribeirão Shopping,5295
Shopping Iguatemi Fortaleza,4832
Rio Mar Recife,4465
Shopping SP Market,4196
Shopping Barra,3980
Shopping Morumbi,2903
Palladium Shopping Curitiba,2408
Shopping União de Osasco,2256
Iguatemi Campinas,2187
Passei das Águas Shopping,2108
Norte Shopping,2005
Shopping Ibirapuera,1786
Iguatemi Esplanada,1768
Shopping Vila Velha,1156
Shopping Recife,169
