ID Loja,Valor Final
Shopping Eldorado,8596
Iguatemi Esplanada,8015
Parque Dom Pedro Shopping,7240
Iguatemi Campinas,7181
Shopping Midway Mall,6538
Shopping Morumbi,5918
Rio Mar Shopping Fortaleza,5874
Palladium Shopping Curitiba,5620
Shopping Center Interlagos,5390
Shopping Center Leste Aricanduva,4793
Ribeirão Shopping,4646
Shopping Recife,4512
Shopping Barra,4340
Norte Shopping,4102
Shopping Ibirapuera,3963
Shopping SP Market,3126
Bourbon Shopping SP,2918
Novo Shopping Ribeirão Preto,2864
Shopping Vila Velha,2736
Shopping União de Osasco,2560
Center Shopping Uberlândia,2548
Salvador Shopping,2413
Shopping Iguatemi Fortaleza,2026
Rio Mar Recife,1841
Passei das Águas Shopping,1469
