ID Loja,Valor Final
Shopping Recife,10743
Ribeirão Shopping,10406
Shopping Barra,9151
Salvador Shopping,9031
Shopping SP Market,8517
Shopping Midway Mall,7890
Passei das Águas Shopping,7884
Palladium Shopping Curitiba,7514
Shopping Vila Velha,7344
Rio Mar Recife,6191
Shopping União de Osasco,5802
Center Shopping Uberlândia,5650
Norte Shopping,5423
Rio Mar Shopping Fortaleza,4682
Iguatemi Esplanada,4093
Parque Dom Pedro Shopping,4050
Novo Shopping Ribeirão Preto,3764
Bourbon Shopping SP,3176
Shopping Iguatemi Fortaleza,3158
Shopping Center Interlagos,2947
Shopping Center Leste Aricanduva,2127
Shopping Eldorado,1765
Shopping Morumbi,947
Iguatemi Campinas,807
