ID Loja,Valor Final
Rio Mar Shopping Fortaleza,10169
Shopping Vila Velha,9660
Iguatemi Campinas,9401
Norte Shopping,7613
Rio Mar Recife,7443
Shopping Eldorado,6586
Shopping Midway Mall,5786
Shopping Barra,5686
Shopping Iguatemi Fortaleza,5292
Shopping Ibirapuera,5195
Passei das Águas Shopping,4968
Shopping Recife,4937
Shopping SP Market,4919
Salvador Shopping,4832
Shopping União de Osasco,4600
Parque Dom Pedro Shopping,3613
Ribeirão Shopping,3491
Shopping Center Leste Aricanduva,3118
Iguatemi Esplanada,2987
Shopping Center Interlagos,2685
Bourbon Shopping SP,2589
Novo Shopping Ribeirão Preto,1842
Palladium Shopping Curitiba,1403
Center Shopping Uberlândia,1289
Shopping Morumbi,565
