ID Loja,Valor Final
Novo Shopping Ribeirão Preto,9176
Salvador Shopping,8910
Norte Shopping,6904
Shopping Recife,6863
Shopping Iguatemi Fortaleza,5638
Shopping Eldorado,5216
Rio Mar Shopping Fortaleza,4997
Passei das Águas Shopping,4883
Shopping SP Market,4861
Iguatemi Campinas,4279
Shopping União de Osasco,4251
Rio Mar Recife,4194
Center Shopping Uberlândia,4146
Shopping Barra,4004
Parque Dom Pedro Shopping,3807
Shopping Vila Velha,3506
Shopping Center Leste Aricanduva,3457
Palladium Shopping Curitiba,3434
Shopping Ibirapuera,3182
Shopping Midway Mall,3067
Shopping Morumbi,2836
Bourbon Shopping SP,2177
Iguatemi Esplanada,1991
Shopping Center Interlagos,1158
Ribeirão Shopping,838
