ID Loja,Valor Final
Shopping Recife,9769
Passei das Águas Shopping,9338
Center Shopping Uberlândia,8131
Bourbon Shopping SP,6604
Shopping Iguatemi Fortaleza,6321
Shopping Center Interlagos,5992
Shopping União de Osasco,5870
Iguatemi Esplanada,5814
Shopping Vila Velha,5751
Parque Dom Pedro Shopping,5142
Shopping Morumbi,4558
Shopping Ibirapuera,4264
Shopping Eldorado,3995
Rio Mar Recife,3934
Ribeirão Shopping,3784
Shopping Midway Mall,3363
Rio Mar Shopping Fortaleza,2925
Iguatemi Campinas,2855
Salvador Shopping,2634
Shopping SP Market,2590
Palladium Shopping Curitiba,2441
Novo Shopping Ribeirão Preto,2380
Shopping Barra,2287
Shopping Center Leste Aricanduva,1364
Norte Shopping,947
