ID Loja,Valor Final
Salvador Shopping,10802
Shopping Eldorado,9952
Bourbon Shopping SP,7928
Rio Mar Recife,7494
Rio Mar Shopping Fortaleza,6630
Novo Shopping Ribeirão Preto,6285
Ribeirão Shopping,5885
Shopping Vila Velha,5220
Center Shopping Uberlândia,5212
Shopping Morumbi,5211
Shopping União de Osasco,4878
Iguatemi Campinas,4196
Shopping Recife,4090
Shopping Midway Mall,4001
Shopping Barra,3465
Shopping SP Market,3342
Palladium Shopping Curitiba,3293
Shopping Iguatemi Fortaleza,3013
Iguatemi Esplanada,2944
Parque Dom Pedro Shopping,2519
Norte Shopping,1864
Shopping Center Leste Aricanduva,1453
Passei das Águas Shopping,1183
Shopping Ibirapuera,1176
Shopping Center Interlagos,906
