ID Loja,Valor Final
Iguatemi Esplanada,8633
Shopping SP Market,6432
Parque Dom Pedro Shopping,6311
Shopping Eldorado,6097
Shopping Center Interlagos,5934
Shopping Center Leste Aricanduva,5886
Shopping Midway Mall,5317
Bourbon Shopping SP,4584
Rio Mar Shopping Fortaleza,4580
Iguatemi Campinas,4386
Shopping Vila Velha,3994
Center Shopping Uberlândia,3758
Ribeirão Shopping,3584
Shopping Iguatemi Fortaleza,3279
Rio Mar Recife,2969
Shopping Ibirapuera,2935
Palladium Shopping Curitiba,2905
Shopping União de Osasco,2552
Shopping Recife,2179
Norte Shopping,1913
Shopping Barra,1865
Salvador Shopping,1708
Passei das Águas Shopping,1431
Shopping Morumbi,690
Novo Shopping Ribeirão Preto,409
