ID Loja,Valor Final
Rio Mar Recife,8303
Shopping Center Leste Aricanduva,8020
Center Shopping Uberlândia,7474
Ribeirão Shopping,6637
Shopping Iguatemi Fortaleza,6409
Novo Shopping Ribeirão Preto,5234
Shopping Ibirapuera,5160
Shopping Vila Velha,4724
Iguatemi Campinas,4703
Iguatemi Esplanada,4538
Salvador Shopping,4458
Shopping Recife,3895
Norte Shopping,3867
Shopping União de Osasco,3771
Shopping Center Interlagos,3661
Shopping Eldorado,3397
Passei das Águas Shopping,3164
Shopping SP Market,3106
Shopping Barra,3077
Shopping Midway Mall,2752
Shopping Morumbi,2381
Parque Dom Pedro Shopping,2343
Bourbon Shopping SP,2110
Palladium Shopping Curitiba,1490
Rio Mar Shopping Fortaleza,1302
