ID Loja,Valor Final
Norte Shopping,12978
Bourbon Shopping SP,10335
Shopping Recife,8989
Salvador Shopping,8689
Shopping Center Interlagos,7559
Parque Dom Pedro Shopping,6858
Iguatemi Campinas,6819
Ribeirão Shopping,6750
Shopping Vila Velha,6635
Shopping Iguatemi Fortaleza,5751
Shopping Center Leste Aricanduva,5372
Shopping Barra,4816
Shopping SP Market,4365
Center Shopping Uberlândia,4259
Shopping Ibirapuera,4203
Shopping Eldorado,3752
Passei das Águas Shopping,3478
Rio Mar Recife,3343
Shopping Midway Mall,2953
Rio Mar Shopping Fortaleza,2456
Novo Shopping Ribeirão Preto,2221
Palladium Shopping Curitiba,1867
Iguatemi Esplanada,1564
Shopping Morumbi,1325
