ID Loja,Valor Final
Center Shopping Uberlândia,10355
Palladium Shopping Curitiba,10047
Parque Dom Pedro Shopping,9198
Passei das Águas Shopping,7781
Shopping Midway Mall,7693
Norte Shopping,6333
Shopping Center Interlagos,5797
Shopping Barra,5747
Rio Mar Recife,5278
Salvador Shopping,5061
Shopping SP Market,4934
Shopping Ibirapuera,4640
Ribeirão Shopping,4242
Shopping Eldorado,3544
Shopping Iguatemi Fortaleza,3369
Shopping Center Leste Aricanduva,3292
Rio Mar Shopping Fortaleza,3012
Iguatemi Esplanada,3003
Bourbon Shopping SP,2856
Shopping Morumbi,2599
Novo Shopping Ribeirão Preto,1976
Iguatemi Campinas,1552
Shopping Vila Velha,1440
Shopping Recife,899
Shopping União de Osasco,825
