ID Loja,Valor Final
Rio Mar Shopping Fortaleza,9170
Shopping SP Market,6887
Shopping Barra,6157
Palladium Shopping Curitiba,6090
Center Shopping Uberlândia,6009
Ribeirão Shopping,5231
Parque Dom Pedro Shopping,4774
Shopping Eldorado,4771
Shopping Center Leste Aricanduva,4600
Shopping Iguatemi Fortaleza,4557
Passei das Águas Shopping,4469
Shopping Ibirapuera,4150
Salvador Shopping,3657
Shopping Midway Mall,3513
Bourbon Shopping SP,3447
Novo Shopping Ribeirão Preto,3418
Shopping Morumbi,3394
Shopping Center Interlagos,3193
Shopping União de Osasco,3111
Iguatemi Campinas,2801
Shopping Recife,2710
Shopping Vila Velha,2551
Iguatemi Esplanada,2339
Rio Mar Recife,1277
Norte Shopping,90
