ID Loja,Valor Final
Parque Dom Pedro Shopping,10913
Shopping Eldorado,9684
Shopping União de Osasco,8734
Bourbon Shopping SP,8658
Shopping Iguatemi Fortaleza,7069
Iguatemi Esplanada,6834
Shopping Recife,6494
Shopping SP Market,6119
Center Shopping Uberlândia,5304
Iguatemi Campinas,5192
Shopping Center Leste Aricanduva,4460
Shopping Center Interlagos,4446
Shopping Vila Velha,4318
Shopping Midway Mall,4304
Palladium Shopping Curitiba,4208
Ribeirão Shopping,4006
Rio Mar Shopping Fortaleza,4002
Novo Shopping Ribeirão Preto,3836
Rio Mar Recife,3396
Norte Shopping,3142
Passei das Águas Shopping,1761
Shopping Ibirapuera,1640
Shopping Morumbi,1575
Shopping Barra,1210
Salvador Shopping,557
