ID Loja,Valor Final
Shopping Barra,13337
Center Shopping Uberlândia,9711
Shopping União de Osasco,9276
Shopping Ibirapuera,9229
Shopping SP Market,7511
Norte Shopping,6641
Shopping Center Leste Aricanduva,6612
Passei das Águas Shopping,6112
Iguatemi Esplanada,5616
Shopping Vila Velha,5400
Novo Shopping Ribeirão Preto,4828
Palladium Shopping Curitiba,4145
Ribeirão Shopping,4012
Iguatemi Campinas,4001
Shopping Iguatemi Fortaleza,3286
Shopping Midway Mall,2848
Salvador Shopping,2745
Bourbon Shopping SP,2206
Rio Mar Shopping Fortaleza,2158
Shopping Recife,2052
Shopping Eldorado,1938
Shopping Center Interlagos,1924
Shopping Morumbi,1743
Parque Dom Pedro Shopping,1028
Rio Mar Recife,885
