ID Loja,Valor Final
Passei das Águas Shopping,11108
Rio Mar Shopping Fortaleza,9499
Bourbon Shopping SP,8089
Shopping Center Interlagos,7338
Shopping Center Leste Aricanduva,7089
Shopping Iguatemi Fortaleza,5854
Salvador Shopping,5401
Norte Shopping,5172
Shopping Morumbi,5025
Ribeirão Shopping,4926
Shopping Vila Velha,4789
Iguatemi Campinas,4184
Palladium Shopping Curitiba,3591
Center Shopping Uberlândia,3500
Novo Shopping Ribeirão Preto,3416
Shopping União de Osasco,3112
Parque Dom Pedro Shopping,3006
Shopping Midway Mall,2770
Shopping Eldorado,2666
Shopping Barra,2502
Shopping SP Market,2246
Rio Mar Recife,2042
Shopping Ibirapuera,1792
Shopping Recife,1538
Iguatemi Esplanada,914
