ID Loja,Valor Final
Passei das Águas Shopping,8115
Shopping Vila Velha,8048
Shopping Barra,7881
Shopping Recife,7309
Novo Shopping Ribeirão Preto,7200
Shopping Morumbi,5651
Shopping União de Osasco,5523
Rio Mar Recife,5513
Bourbon Shopping SP,5443
Norte Shopping,5165
Shopping Center Interlagos,4815
Iguatemi Esplanada,4615
Shopping Ibirapuera,4504
Iguatemi Campinas,4466
Salvador Shopping,4361
Palladium Shopping Curitiba,3772
Shopping Iguatemi Fortaleza,3321
Rio Mar Shopping Fortaleza,3066
Shopping Midway Mall,2469
Parque Dom Pedro Shopping,1697
Center Shopping Uberlândia,1647
Shopping Center Leste Aricanduva,1554
Ribeirão Shopping,1271
Shopping SP Market,1126
Shopping Eldorado,568
