ID Loja,Valor Final
Shopping União de Osasco,15769
Passei das Águas Shopping,9568
Shopping SP Market,9230
Iguatemi Esplanada,7477
Novo Shopping Ribeirão Preto,6786
Shopping Center Leste Aricanduva,6201
Shopping Iguatemi Fortaleza,6157
Bourbon Shopping SP,5941
Shopping Vila Velha,5913
Salvador Shopping,5652
Center Shopping Uberlândia,5214
Shopping Barra,4292
Palladium Shopping Curitiba,4026
Shopping Ibirapuera,3971
Iguatemi Campinas,3652
Shopping Center Interlagos,3619
Parque Dom Pedro Shopping,3254
Shopping Recife,2833
Rio Mar Recife,2298
Ribeirão Shopping,2295
Norte Shopping,2260
Rio Mar Shopping Fortaleza,1476
Shopping Eldorado,1059
Shopping Morumbi,398
Shopping Midway Mall,278
