ID Loja,Valor Final
Palladium Shopping Curitiba,8749
Shopping Barra,8385
Center Shopping Uberlândia,7653
Shopping Vila Velha,7605
Shopping Center Leste Aricanduva,7546
Salvador Shopping,6712
Novo Shopping Ribeirão Preto,6374
Shopping Iguatemi Fortaleza,6246
Rio Mar Shopping Fortaleza,5958
Shopping União de Osasco,5548
Shopping Eldorado,5353
Norte Shopping,5256
Rio Mar Recife,4342
Shopping Midway Mall,4241
Ribeirão Shopping,3919
Passei das Águas Shopping,3507
Iguatemi Esplanada,3191
Shopping Ibirapuera,3002
Shopping SP Market,2772
Iguatemi Campinas,2771
Shopping Morumbi,2541
Bourbon Shopping SP,1946
Shopping Center Interlagos,1488
Shopping Recife,1461
Parque Dom Pedro Shopping,339
