ID Loja,Valor Final
Salvador Shopping,10584
Ribeirão Shopping,10231
Shopping Center Interlagos,9742
Bourbon Shopping SP,8312
Parque Dom Pedro Shopping,8303
Iguatemi Campinas,7038
Shopping Eldorado,6932
Shopping Morumbi,6640
Rio Mar Recife,6034
Shopping Midway Mall,5510
Palladium Shopping Curitiba,5124
Iguatemi Esplanada,5087
Center Shopping Uberlândia,4897
Rio Mar Shopping Fortaleza,4685
Passei das Águas Shopping,4496
Shopping SP Market,4370
Shopping Barra,4166
Shopping União de Osasco,3771
Norte Shopping,3737
Novo Shopping Ribeirão Preto,3574
Shopping Recife,3284
Shopping Vila Velha,2867
Shopping Center Leste Aricanduva,1767
Shopping Ibirapuera,1251
Shopping Iguatemi Fortaleza,758
