ID Loja,Valor Final
Norte Shopping,10126
Shopping Recife,9581
Shopping Ibirapuera,8858
Shopping Eldorado,7665
Rio Mar Recife,6851
Salvador Shopping,6754
Shopping União de Osasco,5914
Shopping Center Leste Aricanduva,5809
Iguatemi Esplanada,5807
Bourbon Shopping SP,5699
Novo Shopping Ribeirão Preto,5233
Shopping Morumbi,4923
Shopping SP Market,4462
Center Shopping Uberlândia,4200
Shopping Iguatemi Fortaleza,4009
Palladium Shopping Curitiba,3932
Shopping Barra,3737
Shopping Center Interlagos,3573
Shopping Vila Velha,3130
Iguatemi Campinas,3112
Parque Dom Pedro Shopping,2672
Ribeirão Shopping,2461
Rio Mar Shopping Fortaleza,2168
Shopping Midway Mall,2012
Passei das Águas Shopping,1285
