ID Loja,Valor Final
Shopping Vila Velha,9742
Bourbon Shopping SP,9512
Iguatemi Campinas,8876
Shopping Iguatemi Fortaleza,8061
Shopping Eldorado,7766
Parque Dom Pedro Shopping,7190
Shopping Midway Mall,7052
Norte Shopping,6977
Rio Mar Recife,6547
Center Shopping Uberlândia,5728
Iguatemi Esplanada,5508
Rio Mar Shopping Fortaleza,5463
Shopping Center Leste Aricanduva,5221
Palladium Shopping Curitiba,4019
Shopping Morumbi,3513
Passei das Águas Shopping,3275
Shopping Ibirapuera,2994
Shopping Center Interlagos,2433
Shopping Barra,2419
Shopping União de Osasco,2250
Ribeirão Shopping,1758
Salvador Shopping,1601
Shopping SP Market,1455
Novo Shopping Ribeirão Preto,1175
Shopping Recife,748
