ID Loja,Valor Final
Iguatemi Esplanada,13865
Novo Shopping Ribeirão Preto,10640
Center Shopping Uberlândia,10393
Bourbon Shopping SP,9572
Rio Mar Recife,8238
Shopping Recife,7764
Norte Shopping,6519
Palladium Shopping Curitiba,5328
Shopping Center Leste Aricanduva,5102
Shopping Vila Velha,5040
Salvador Shopping,4812
Shopping Ibirapuera,4667
Shopping Eldorado,4641
Shopping Midway Mall,3773
Shopping Morumbi,3694
Rio Mar Shopping Fortaleza,3386
Parque Dom Pedro Shopping,2992
Shopping União de Osasco,2663
Iguatemi Campinas,1845
Shopping SP Market,1680
Shopping Barra,1600
Shopping Center Interlagos,1483
Shopping Iguatemi Fortaleza,737
Ribeirão Shopping,616
Passei das Águas Shopping,298
