ID Loja,Valor Final
Novo Shopping Ribeirão Preto,12426
Parque Dom Pedro Shopping,11502
Shopping SP Market,9722
Norte Shopping,8117
Shopping Eldorado,6215
Rio Mar Recife,5574
Palladium Shopping Curitiba,5255
Shopping Center Interlagos,5019
Iguatemi Campinas,4890
Shopping Recife,4871
Shopping Ibirapuera,4629
Salvador Shopping,4486
Bourbon Shopping SP,4440
Shopping Barra,3976
Shopping Center Leste Aricanduva,3974
Shopping Midway Mall,3943
Ribeirão Shopping,3789
Shopping Iguatemi Fortaleza,3599
Passei das Águas Shopping,3098
Shopping Vila Velha,2877
Shopping União de Osasco,2748
Center Shopping Uberlândia,970
Shopping Morumbi,936
Iguatemi Esplanada,928
Rio Mar Shopping Fortaleza,901
