ID Loja,Valor Final
Iguatemi Campinas,9572
Passei das Águas Shopping,8692
Shopping Midway Mall,7898
Shopping Center Leste Aricanduva,7626
Parque Dom Pedro Shopping,7286
Shopping União de Osasco,7171
Iguatemi Esplanada,6931
Shopping Ibirapuera,5825
Shopping Recife,5797
Norte Shopping,5359
Salvador Shopping,5292
Shopping Morumbi,3978
Rio Mar Recife,3666
Shopping Center Interlagos,3464
Novo Shopping Ribeirão Preto,3451
Shopping Iguatemi Fortaleza,3323
Shopping Barra,3307
Ribeirão Shopping,3050
Shopping Eldorado,2903
Shopping SP Market,2635
Rio Mar Shopping Fortaleza,2300
Shopping Vila Velha,2286
Palladium Shopping Curitiba,2227
Bourbon Shopping SP,1299
Center Shopping Uberlândia,1042
