ID Loja,Valor Final
Iguatemi Esplanada,11019
Shopping Vila Velha,8537
Palladium Shopping Curitiba,7258
Shopping Morumbi,6761
Rio Mar Shopping Fortaleza,6669
Shopping Eldorado,6450
Shopping Midway Mall,6118
Center Shopping Uberlândia,5859
Novo Shopping Ribeirão Preto,5617
Iguatemi Campinas,5371
Shopping Barra,5290
Shopping Center Leste Aricanduva,5210
Shopping Recife,5102
Norte Shopping,4700
Passei das Águas Shopping,4001
Rio Mar Recife,3968
Shopping SP Market,3862
Parque Dom Pedro Shopping,3429
Salvador Shopping,3183
Ribeirão Shopping,2700
Shopping Center Interlagos,2699
Shopping Ibirapuera,2617
Shopping Iguatemi Fortaleza,2497
Shopping União de Osasco,1478
Bourbon Shopping SP,1118
