ID Loja,Valor Final
Novo Shopping Ribeirão Preto,11072
Salvador Shopping,10125
Shopping Center Interlagos,9665
Parque Dom Pedro Shopping,8841
Center Shopping Uberlândia,6736
Shopping Eldorado,5457
Bourbon Shopping SP,5056
Rio Mar Shopping Fortaleza,4955
Shopping Ibirapuera,4789
Rio Mar Recife,4563
Shopping Center Leste Aricanduva,4371
Shopping Vila Velha,4223
Shopping União de Osasco,4157
Shopping Morumbi,4125
Shopping Recife,3949
Shopping Barra,3747
Passei das Águas Shopping,3533
Iguatemi Campinas,2283
Shopping Iguatemi Fortaleza,2170
Norte Shopping,1830
Shopping Midway Mall,1453
Ribeirão Shopping,1357
Iguatemi Esplanada,765
Shopping SP Market,585
Palladium Shopping Curitiba,567
