ID Loja,Valor Final
Center Shopping Uberlândia,10629
Rio Mar Recife,10473
Bourbon Shopping SP,8956
Parque Dom Pedro Shopping,6204
Shopping SP Market,6153
Shopping União de Osasco,5610
Shopping Barra,5247
Iguatemi Esplanada,5229
Norte Shopping,4956
Novo Shopping Ribeirão Preto,4863
Rio Mar Shopping Fortaleza,4726
Palladium Shopping Curitiba,4372
Shopping Iguatemi Fortaleza,4331
Shopping Ibirapuera,4059
Iguatemi Campinas,3975
Shopping Morumbi,3391
Salvador Shopping,3353
Shopping Recife,2966
Shopping Eldorado,2777
Shopping Vila Velha,2180
Shopping Midway Mall,2127
Ribeirão Shopping,2001
Passei das Águas Shopping,1883
Shopping Center Leste Aricanduva,1264
Shopping Center Interlagos,714
