ID Loja,Valor Final
Shopping SP Market,10773
Novo Shopping Ribeirão Preto,10189
Norte Shopping,8167
Iguatemi Esplanada,8070
Rio Mar Shopping Fortaleza,7377
Shopping Eldorado,7220
Bourbon Shopping SP,6366
Center Shopping Uberlândia,6073
Shopping Iguatemi Fortaleza,6053
Shopping Center Interlagos,5380
Shopping Barra,4934
Shopping Center Leste Aricanduva,4712
Parque Dom Pedro Shopping,4494
Shopping Midway Mall,4239
Passei das Águas Shopping,3809
Shopping Recife,3445
Iguatemi Campinas,3416
Rio Mar Recife,3188
Ribeirão Shopping,2076
Shopping Ibirapuera,1926
Salvador Shopping,1810
Shopping União de Osasco,1546
Palladium Shopping Curitiba,1032
Shopping Morumbi,456
Shopping Vila Velha,279
