ID Loja,Valor Final
Shopping Recife,10130
Norte Shopping,8491
Passei das Águas Shopping,7583
Shopping Eldorado,7374
Iguatemi Campinas,6923
Palladium Shopping Curitiba,6799
Rio Mar Recife,6672
Shopping Iguatemi Fortaleza,6216
Novo Shopping Ribeirão Preto,5892
Ribeirão Shopping,5306
Shopping SP Market,4979
Center Shopping Uberlândia,4912
Shopping Morumbi,4462
Salvador Shopping,4395
Parque Dom Pedro Shopping,4244
Shopping Center Interlagos,4185
Shopping Vila Velha,4048
Shopping Barra,3707
Bourbon Shopping SP,3608
Shopping Center Leste Aricanduva,2861
Shopping Midway Mall,1697
Iguatemi Esplanada,1653
Shopping União de Osasco,1622
Shopping Ibirapuera,1338
Rio Mar Shopping Fortaleza,677
