ID Loja,Valor Final
Iguatemi Campinas,8406
Shopping Morumbi,8150
Shopping Iguatemi Fortaleza,7740
Parque Dom Pedro Shopping,7241
Shopping União de Osasco,6855
Shopping Vila Velha,6850
Shopping SP Market,6765
Rio Mar Recife,6316
Shopping Center Leste Aricanduva,6024
Palladium Shopping Curitiba,5922
Shopping Eldorado,5892
Norte Shopping,5059
Novo Shopping Ribeirão Preto,4588
Passei das Águas Shopping,4495
Iguatemi Esplanada,4312
Center Shopping Uberlândia,3977
Bourbon Shopping SP,3973
Salvador Shopping,3696
Ribeirão Shopping,3138
Shopping Barra,2545
Shopping Recife,2531
Shopping Midway Mall,2299
Shopping Ibirapuera,2242
Shopping Center Interlagos,1750
Rio Mar Shopping Fortaleza,1717
