ID Loja,Valor Final
Passei das Águas Shopping,11495
Novo Shopping Ribeirão Preto,9037
Shopping Center Leste Aricanduva,8653
Rio Mar Shopping Fortaleza,7824
Norte Shopping,7738
Palladium Shopping Curitiba,7238
Iguatemi Campinas,6820
Shopping Iguatemi Fortaleza,5643
Shopping Recife,5244
Bourbon Shopping SP,5240
Shopping Eldorado,5199
Shopping Vila Velha,5195
Ribeirão Shopping,4947
Salvador Shopping,4050
Shopping Midway Mall,3814
Shopping Barra,3732
Shopping Center Interlagos,3543
Center Shopping Uberlândia,3507
Shopping Morumbi,3010
Shopping SP Market,2973
Parque Dom Pedro Shopping,2369
Iguatemi Esplanada,2204
Shopping Ibirapuera,1567
Shopping União de Osasco,1248
Rio Mar Recife,915
