ID Loja,Valor Final
Shopping Ibirapuera,8491
Shopping Center Interlagos,8180
Iguatemi Esplanada,7751
Norte Shopping,7501
Rio Mar Recife,6579
Bourbon Shopping SP,6438
Shopping Midway Mall,6126
Center Shopping Uberlândia,5938
Ribeirão Shopping,5489
Rio Mar Shopping Fortaleza,5218
Shopping Vila Velha,5209
Shopping SP Market,4853
Shopping Iguatemi Fortaleza,4629
Shopping Recife,4433
Passei das Águas Shopping,4345
Shopping Eldorado,3331
Shopping Center Leste Aricanduva,2686
Shopping Barra,2507
Iguatemi Campinas,2485
Palladium Shopping Curitiba,2427
Shopping União de Osasco,2395
Novo Shopping Ribeirão Preto,2366
Shopping Morumbi,1640
Salvador Shopping,1480
Parque Dom Pedro Shopping,1389
