ID Loja,Valor Final
Ribeirão Shopping,9628
Iguatemi Campinas,9214
Novo Shopping Ribeirão Preto,8849
Parque Dom Pedro Shopping,7721
Salvador Shopping,6699
Bourbon Shopping SP,5440
Shopping Midway Mall,4562
Shopping Eldorado,4509
Shopping Center Leste Aricanduva,4292
Iguatemi Esplanada,4105
Palladium Shopping Curitiba,3979
Shopping Center Interlagos,3928
Rio Mar Shopping Fortaleza,3880
Shopping Iguatemi Fortaleza,3376
Rio Mar Recife,3092
Shopping União de Osasco,2945
Shopping Vila Velha,2737
Shopping Barra,2629
Shopping Ibirapuera,2517
Norte Shopping,2303
Center Shopping Uberlândia,2030
Shopping SP Market,1971
Passei das Águas Shopping,1927
Shopping Morumbi,1787
Shopping Recife,681
