ID Loja,Valor Final
Rio Mar Recife,9236
Iguatemi Campinas,7731
Shopping Morumbi,7617
Shopping Vila Velha,6663
Shopping Center Interlagos,6127
Center Shopping Uberlândia,5908
Ribeirão Shopping,5641
Shopping Ibirapuera,5205
Shopping Midway Mall,5164
Shopping Recife,5059
Shopping Center Leste Aricanduva,4912
Shopping SP Market,4474
Shopping Barra,4325
Palladium Shopping Curitiba,4195
Iguatemi Esplanada,3935
Rio Mar Shopping Fortaleza,3781
Norte Shopping,3142
Parque Dom Pedro Shopping,3135
Bourbon Shopping SP,3082
Shopping Eldorado,2952
Passei das Águas Shopping,2535
Shopping Iguatemi Fortaleza,2093
Salvador Shopping,2084
Novo Shopping Ribeirão Preto,2063
Shopping União de Osasco,314
