ID Loja,Valor Final
Shopping União de Osasco,10195
Rio Mar Recife,6727
Iguatemi Campinas,6688
Shopping Recife,6594
Ribeirão Shopping,6125
Shopping Barra,6004
Shopping Midway Mall,5931
Shopping Center Leste Aricanduva,5689
Shopping Ibirapuera,5426
Center Shopping Uberlândia,5425
Rio Mar Shopping Fortaleza,5367
Novo Shopping Ribeirão Preto,5239
Parque Dom Pedro Shopping,5208
Palladium Shopping Curitiba,4899
Iguatemi Esplanada,4545
Passei das Águas Shopping,4078
Salvador Shopping,4053
Shopping Morumbi,3869
Shopping Eldorado,3813
Shopping SP Market,3293
Shopping Vila Velha,3226
Shopping Center Interlagos,2421
Bourbon Shopping SP,2219
Norte Shopping,1848
Shopping Iguatemi Fortaleza,1384
