ID Loja,Valor Final
Shopping Morumbi,7829
Shopping Iguatemi Fortaleza,7224
Shopping Midway Mall,7141
Passei das Águas Shopping,6629
Shopping Vila Velha,5810
Shopping Recife,5588
Salvador Shopping,5490
Rio Mar Shopping Fortaleza,5116
Shopping Barra,5077
Parque Dom Pedro Shopping,4954
Bourbon Shopping SP,4869
Iguatemi Esplanada,4836
Ribeirão Shopping,3760
Norte Shopping,3750
Shopping Eldorado,3735
Palladium Shopping Curitiba,3559
Iguatemi Campinas,3429
Shopping Center Leste Aricanduva,3155
Rio Mar Recife,2891
Shopping SP Market,2596
Center Shopping Uberlândia,1913
Novo Shopping Ribeirão Preto,1219
Shopping Ibirapuera,724
Shopping Center Interlagos,601
Shopping União de Osasco,578
