ID Loja,Valor Final
Rio Mar Shopping Fortaleza,14423
Parque Dom Pedro Shopping,13410
Ribeirão Shopping,7757
Shopping Vila Velha,6815
Shopping Center Interlagos,6606
Bourbon Shopping SP,6263
Shopping Eldorado,6081
Passei das Águas Shopping,6022
Iguatemi Esplanada,5932
Novo Shopping Ribeirão Preto,5867
Shopping União de Osasco,4997
Shopping Ibirapuera,4705
Shopping Iguatemi Fortaleza,4600
Shopping Morumbi,3714
Norte Shopping,3403
Palladium Shopping Curitiba,3247
Shopping Center Leste Aricanduva,2860
Iguatemi Campinas,2560
Shopping Barra,2427
Shopping Midway Mall,2345
Shopping SP Market,2335
Shopping Recife,1583
Rio Mar Recife,1544
Salvador Shopping,1077
Center Shopping Uberlândia,614
