ID Loja,Valor Final
Center Shopping Uberlândia,10119
Rio Mar Shopping Fortaleza,8756
Novo Shopping Ribeirão Preto,7655
Norte Shopping,7063
Bourbon Shopping SP,6971
Palladium Shopping Curitiba,6752
Iguatemi Esplanada,6377
Passei das Águas Shopping,5769
Shopping SP Market,5526
Shopping Center Interlagos,5356
Shopping Barra,4733
Shopping Morumbi,4510
Shopping União de Osasco,4445
Iguatemi Campinas,4440
Shopping Vila Velha,3905
Shopping Ibirapuera,3775
Shopping Recife,3236
Salvador Shopping,3140
Shopping Midway Mall,2848
Rio Mar Recife,2411
Shopping Center Leste Aricanduva,1653
Parque Dom Pedro Shopping,1651
Ribeirão Shopping,1645
Shopping Iguatemi Fortaleza,1294
Shopping Eldorado,1141
