ID Loja,Valor Final
Bourbon Shopping SP,11447
Passei das Águas Shopping,8428
Ribeirão Shopping,8199
Rio Mar Recife,7881
Shopping Barra,7859
Novo Shopping Ribeirão Preto,7603
Shopping União de Osasco,6405
Parque Dom Pedro Shopping,6218
Iguatemi Campinas,6112
Palladium Shopping Curitiba,5349
Shopping Ibirapuera,4571
Shopping Iguatemi Fortaleza,4364
Shopping Center Leste Aricanduva,3943
Shopping Recife,3237
Shopping Vila Velha,3227
Iguatemi Esplanada,3068
Norte Shopping,2921
Salvador Shopping,2695
Shopping Center Interlagos,2386
Shopping SP Market,2272
Center Shopping Uberlândia,2042
Shopping Morumbi,2032
Shopping Eldorado,1867
Rio Mar Shopping Fortaleza,774
Shopping Midway Mall,361
