ID Loja,Valor Final
Shopping SP Market,8500
Ribeirão Shopping,8058
Shopping Ibirapuera,8042
Shopping Iguatemi Fortaleza,7817
Shopping Vila Velha,6693
Shopping Morumbi,6598
Rio Mar Recife,6474
Iguatemi Esplanada,6375
Shopping Midway Mall,6209
Novo Shopping Ribeirão Preto,5744
Passei das Águas Shopping,5662
Salvador Shopping,4988
Norte Shopping,4667
Palladium Shopping Curitiba,4362
Shopping Center Leste Aricanduva,4080
Shopping Center Interlagos,3846
Parque Dom Pedro Shopping,2814
Rio Mar Shopping Fortaleza,2657
Shopping Recife,2526
Shopping Eldorado,2436
Shopping Barra,2294
Center Shopping Uberlândia,2041
Bourbon Shopping SP,1946
Iguatemi Campinas,1705
Shopping União de Osasco,1526
