ID Loja,Valor Final
Shopping Morumbi,12021
Shopping Center Leste Aricanduva,10473
Parque Dom Pedro Shopping,9574
Shopping Barra,8590
Shopping SP Market,7229
Shopping Midway Mall,6979
Norte Shopping,6358
Novo Shopping Ribeirão Preto,6027
Iguatemi Esplanada,5770
Ribeirão Shopping,5394
Shopping Ibirapuera,5375
Center Shopping Uberlândia,4708
Shopping União de Osasco,3959
Palladium Shopping Curitiba,3924
Shopping Recife,3705
Shopping Center Interlagos,3687
Rio Mar Recife,3599
Shopping Iguatemi Fortaleza,3544
Rio Mar Shopping Fortaleza,3454
Salvador Shopping,3079
Passei das Águas Shopping,2472
Iguatemi Campinas,2154
Shopping Vila Velha,1884
Shopping Eldorado,1688
Bourbon Shopping SP,224
