ID Loja,Valor Final
Rio Mar Shopping Fortaleza,11681
Shopping Center Interlagos,10729
Shopping Iguatemi Fortaleza,8774
Shopping União de Osasco,8002
Norte Shopping,6700
Ribeirão Shopping,5955
Shopping Eldorado,5849
Shopping Ibirapuera,5520
Center Shopping Uberlândia,5417
Shopping Midway Mall,4880
Novo Shopping Ribeirão Preto,4779
Shopping Vila Velha,4210
Shopping SP Market,3762
Salvador Shopping,3670
Shopping Barra,3653
Parque Dom Pedro Shopping,3559
Rio Mar Recife,3316
Palladium Shopping Curitiba,3178
Shopping Morumbi,3069
Bourbon Shopping SP,3021
Iguatemi Campinas,2953
Passei das Águas Shopping,2734
Shopping Recife,2145
Iguatemi Esplanada,2143
Shopping Center Leste Aricanduva,1995
