ID Loja,Valor Final
Shopping Center Leste Aricanduva,10477
Shopping Center Interlagos,9432
Salvador Shopping,8685
Shopping Ibirapuera,7899
Shopping Recife,7287
Ribeirão Shopping,6944
Passei das Águas Shopping,6943
Norte Shopping,6925
Rio Mar Recife,6607
Rio Mar Shopping Fortaleza,5809
Novo Shopping Ribeirão Preto,5081
Parque Dom Pedro Shopping,4968
Bourbon Shopping SP,4216
Shopping Midway Mall,4009
Shopping SP Market,3976
Iguatemi Esplanada,3653
Iguatemi Campinas,2873
Shopping Eldorado,2784
Shopping Barra,2769
Shopping Vila Velha,2728
Center Shopping Uberlândia,2462
Palladium Shopping Curitiba,2431
Shopping União de Osasco,1921
Shopping Morumbi,333
Shopping Iguatemi Fortaleza,286
