ID Loja,Valor Final
Shopping Iguatemi Fortaleza,9353
Shopping Barra,7323
Shopping Morumbi,6938
Norte Shopping,6787
Center Shopping Uberlândia,6072
Shopping Recife,6039
Iguatemi Esplanada,5943
Shopping SP Market,5819
Novo Shopping Ribeirão Preto,5792
Shopping União de Osasco,5651
Salvador Shopping,5345
Parque Dom Pedro Shopping,3802
Passei das Águas Shopping,3780
Palladium Shopping Curitiba,3747
Shopping Midway Mall,3628
Shopping Center Interlagos,3533
Shopping Vila Velha,3296
Shopping Center Leste Aricanduva,3133
Shopping Ibirapuera,3108
Rio Mar Recife,3044
Shopping Eldorado,2298
Bourbon Shopping SP,2186
Rio Mar Shopping Fortaleza,674
Ribeirão Shopping,649
Iguatemi Campinas,402
